,state_name,district_name,crop_year,season,crop,area,production,rainfall
718,Kerala,KANNUR,2008,Summer     ,Rice,118,2270.2,2822.4
719,Kerala,KANNUR,2008,Whole Year ,Arecanut,11520,4271.2,2822.4
720,Kerala,KANNUR,2008,Whole Year ,Banana,2340,4271.2,2822.4
721,Kerala,KANNUR,2008,Whole Year ,Black pepper,10211,4271.2,2822.4
722,Kerala,KANNUR,2008,Whole Year ,Cardamom,128,4271.2,2822.4
723,Kerala,KANNUR,2008,Whole Year ,Cashewnut,19372,4271.2,2822.4
724,Kerala,KANNUR,2008,Whole Year ,Coconut ,77705,4271.2,2822.4
725,Kerala,KANNUR,2008,Whole Year ,Dry ginger,108,4271.2,2822.4
726,Kerala,KANNUR,2008,Whole Year ,Sugarcane,40,4271.2,2822.4
727,Kerala,KANNUR,2008,Whole Year ,Sweet potato,29,4271.2,2822.4
728,Kerala,KANNUR,2008,Whole Year ,Tapioca,2111,4271.2,2822.4
729,Kerala,KANNUR,2008,Whole Year ,Turmeric,141,4271.2,2822.4
730,Kerala,KANNUR,2008,Winter     ,Rice,3808,4271.2,2822.4
731,Kerala,KANNUR,2009,Autumn     ,Rice,4098,2283.2,3525.1
732,Kerala,KANNUR,2009,Summer     ,Rice,108,2284.2,3525.1
733,Kerala,KANNUR,2009,Whole Year ,Arecanut,10674,2285.2,3525.1
734,Kerala,KANNUR,2009,Whole Year ,Banana,2566,2286.2,3525.1
735,Kerala,KANNUR,2009,Whole Year ,Black pepper,9631,2287.2,3525.1
736,Kerala,KANNUR,2009,Whole Year ,Cardamom,128,2288.2,3525.1
737,Kerala,KANNUR,2009,Whole Year ,Cashewnut,19377,2289.2,3525.1
738,Kerala,KANNUR,2009,Whole Year ,Coconut ,78024,2290.2,3525.1
739,Kerala,KANNUR,2009,Whole Year ,Dry ginger,87,2291.2,3525.1
740,Kerala,KANNUR,2009,Whole Year ,Sugarcane,1,2292.2,3525.1
741,Kerala,KANNUR,2009,Whole Year ,Sweet potato,28,2293.2,3525.1
742,Kerala,KANNUR,2009,Whole Year ,Tapioca,2083,2294.2,3525.1
743,Kerala,KANNUR,2009,Whole Year ,Turmeric,118,2295.2,3525.1
744,Kerala,KANNUR,2009,Winter     ,Rice,2924,2296.2,3525.1
745,Kerala,KANNUR,2010,Autumn     ,Rice,3054.17,2297.2,3500.7
746,Kerala,KANNUR,2010,Summer     ,Rice,107.51,2298.2,3500.7
747,Kerala,KANNUR,2010,Whole Year ,Arecanut,11666.43,2299.2,3500.7
748,Kerala,KANNUR,2010,Whole Year ,Banana,2371.63,2300.2,3500.7
749,Kerala,KANNUR,2010,Whole Year ,Black pepper,9568.71,2301.2,3500.7
750,Kerala,KANNUR,2010,Whole Year ,Cashewnut,17294.71,2302.2,3500.7
751,Kerala,KANNUR,2010,Whole Year ,Coconut ,76916.76,2303.2,3500.7
752,Kerala,KANNUR,2010,Whole Year ,Dry ginger,76.61,2304.2,3500.7
753,Kerala,KANNUR,2010,Whole Year ,Sugarcane,1.24,2305.2,3500.7
754,Kerala,KANNUR,2010,Whole Year ,Tapioca,1818.66,2306.2,3500.7
755,Kerala,KANNUR,2010,Whole Year ,Turmeric,94.5,2307.2,3500.7
756,Kerala,KANNUR,2010,Winter     ,Rice,3176.82,2308.2,3500.7
757,Kerala,KANNUR,2011,Autumn     ,Rice,2516.78,3309.2,3473.3
758,Kerala,KANNUR,2011,Summer     ,Rice,95.92,3309.2,3473.3
759,Kerala,KANNUR,2011,Whole Year ,Arecanut,10687.29,3309.2,3473.3
760,Kerala,KANNUR,2011,Whole Year ,Banana,2103.78,3309.2,3473.3
761,Kerala,KANNUR,2011,Whole Year ,Black pepper,4960.73,3309.2,3473.3
762,Kerala,KANNUR,2011,Whole Year ,Cardamom,128,3309.2,3473.3
763,Kerala,KANNUR,2011,Whole Year ,Cashewnut,23190.1,3309.2,3473.3
764,Kerala,KANNUR,2011,Whole Year ,Coconut ,90350.48,3309.2,3473.3
765,Kerala,KANNUR,2011,Whole Year ,Dry ginger,76.41,3309.2,3473.3
766,Kerala,KANNUR,2011,Whole Year ,Potato,29,3309.2,3473.3
767,Kerala,KANNUR,2011,Whole Year ,Sugarcane,2.58,3309.2,3473.3
768,Kerala,KANNUR,2011,Whole Year ,Tapioca,1775.81,3309.2,3473.3
769,Kerala,KANNUR,2011,Whole Year ,Turmeric,125.9,3309.2,3473.3
770,Kerala,KANNUR,2011,Winter     ,Rice,3126.88,2322.2,3473.3
771,Kerala,KANNUR,2012,Autumn     ,Rice,3618,2323.2,2666.7
772,Kerala,KANNUR,2012,Summer     ,Rice,56,2324.2,2666.7
773,Kerala,KANNUR,2012,Whole Year ,Arecanut,10649,2325.2,2666.7
774,Kerala,KANNUR,2012,Whole Year ,Arhar/Tur,1,2326.2,2666.7
775,Kerala,KANNUR,2012,Whole Year ,Banana,2086,2327.2,2666.7
776,Kerala,KANNUR,2012,Whole Year ,Black pepper,5018,2328.2,2666.7
777,Kerala,KANNUR,2012,Whole Year ,Blackgram,115,2329.2,2666.7
778,Kerala,KANNUR,2012,Whole Year ,Cardamom,128,2330.2,2666.7
779,Kerala,KANNUR,2012,Whole Year ,Cashewnut,22585,2331.2,2666.7
780,Kerala,KANNUR,2012,Whole Year ,Coconut ,86818,2332.2,2666.7
781,Kerala,KANNUR,2012,Whole Year ,Cowpea(Lobia),79,2333.2,2666.7
782,Kerala,KANNUR,2012,Whole Year ,Drum Stick,1623,2334.2,2666.7
783,Kerala,KANNUR,2012,Whole Year ,Dry ginger,66,2335.2,2666.7
784,Kerala,KANNUR,2012,Whole Year ,Horse-gram,6,2336.2,2666.7
785,Kerala,KANNUR,2012,Whole Year ,Jack Fruit,8447,2337.2,2666.7
786,Kerala,KANNUR,2012,Whole Year ,Mango,7797,2338.2,2666.7
787,Kerala,KANNUR,2012,Whole Year ,Moong(Green Gram),42,2339.2,2666.7
788,Kerala,KANNUR,2012,Whole Year ,Papaya,1736,2340.2,2666.7
789,Kerala,KANNUR,2012,Whole Year ,Pineapple,113,2341.2,2666.7
790,Kerala,KANNUR,2012,Whole Year ,Pump Kin,60,2342.2,2666.7
791,Kerala,KANNUR,2012,Whole Year ,Sugarcane,4,2343.2,2666.7
792,Kerala,KANNUR,2012,Whole Year ,Sweet potato,24,2344.2,2666.7
793,Kerala,KANNUR,2012,Whole Year ,Tapioca,1751,2345.2,2666.7
794,Kerala,KANNUR,2012,Whole Year ,Turmeric,148,2346.2,2666.7
795,Kerala,KANNUR,2012,Winter     ,Rice,3010,2347.2,2666.7
796,Kerala,KASARAGOD,2002,Autumn     ,Rice,4408,4348.2,3174
797,Kerala,KASARAGOD,2002,Summer     ,Rice,148,4349.2,3174
798,Kerala,KASARAGOD,2002,Whole Year ,Arecanut,15183,4350.2,3174
799,Kerala,KASARAGOD,2002,Whole Year ,Banana,764,4351.2,3174
800,Kerala,KASARAGOD,2002,Whole Year ,Bhindi,29,4352.2,3174
801,Kerala,KASARAGOD,2002,Whole Year ,Bitter Gourd,41,4353.2,3174
802,Kerala,KASARAGOD,2002,Whole Year ,Black pepper,6948,4354.2,3174
803,Kerala,KASARAGOD,2002,Whole Year ,Brinjal,10,4355.2,3174
804,Kerala,KASARAGOD,2002,Whole Year ,Cardamom,515,4356.2,3174
805,Kerala,KASARAGOD,2002,Whole Year ,Cashewnut,20218,4357.2,3174
806,Kerala,KASARAGOD,2002,Whole Year ,Cashewnut Raw,20218,4358.2,3174
807,Kerala,KASARAGOD,2002,Whole Year ,Coconut ,56236,4359.2,3174
808,Kerala,KASARAGOD,2002,Whole Year ,Drum Stick,687,4360.2,3174
809,Kerala,KASARAGOD,2002,Whole Year ,Dry ginger,147,4361.2,3174
810,Kerala,KASARAGOD,2002,Whole Year ,Jack Fruit,2745,4362.2,3174
811,Kerala,KASARAGOD,2002,Whole Year ,Mango,3041,4363.2,3174
812,Kerala,KASARAGOD,2002,Whole Year ,Other Fresh Fruits,650,4364.2,3174
813,Kerala,KASARAGOD,2002,Whole Year ,other oilseeds,50,4365.2,3174
814,Kerala,KASARAGOD,2002,Whole Year ,Other Vegetables,1075,4366.2,3174
815,Kerala,KASARAGOD,2002,Whole Year ,Papaya,636,4367.2,3174
816,Kerala,KASARAGOD,2002,Whole Year ,Pineapple,88,4368.2,3174
817,Kerala,KASARAGOD,2002,Whole Year ,Rubber,22420,4369.2,3174
818,Kerala,KASARAGOD,2002,Whole Year ,Snak Guard,5,2370.2,3174
819,Kerala,KASARAGOD,2002,Whole Year ,Sugarcane,6,2371.2,3174
820,Kerala,KASARAGOD,2002,Whole Year ,Sweet potato,175,2372.2,3174
821,Kerala,KASARAGOD,2002,Whole Year ,Tapioca,1148,2373.2,3174
822,Kerala,KASARAGOD,2002,Whole Year ,Tobacco,90,2374.2,3174
823,Kerala,KASARAGOD,2002,Whole Year ,Turmeric,68,2375.2,3174
824,Kerala,KASARAGOD,2002,Winter     ,Rice,2640,2376.2,3174
825,Kerala,KASARAGOD,2003,Autumn     ,Rice,3756,2377.2,3064
826,Kerala,KASARAGOD,2003,Kharif     ,Jowar,3,2378.2,3064
827,Kerala,KASARAGOD,2003,Kharif     ,Small millets,5,2379.2,3064
828,Kerala,KASARAGOD,2003,Summer     ,Rice,73,2380.2,3064
829,Kerala,KASARAGOD,2003,Whole Year ,Arecanut,15832,2381.2,3064
830,Kerala,KASARAGOD,2003,Whole Year ,Banana,717,2382.2,3064
831,Kerala,KASARAGOD,2003,Whole Year ,Bhindi,54,2383.2,3064
832,Kerala,KASARAGOD,2003,Whole Year ,Bitter Gourd,61,2384.2,3064
833,Kerala,KASARAGOD,2003,Whole Year ,Black pepper,7371,2385.2,3064
834,Kerala,KASARAGOD,2003,Whole Year ,Brinjal,11,2386.2,3064
835,Kerala,KASARAGOD,2003,Whole Year ,Cardamom,368,2387.2,3064
836,Kerala,KASARAGOD,2003,Whole Year ,Cashewnut,19389,2388.2,3064
837,Kerala,KASARAGOD,2003,Whole Year ,Coconut ,57811,2389.2,3064
838,Kerala,KASARAGOD,2003,Whole Year ,Drum Stick,718,2390.2,3064
839,Kerala,KASARAGOD,2003,Whole Year ,Dry ginger,116,2391.2,3064
840,Kerala,KASARAGOD,2003,Whole Year ,Jack Fruit,2819,2392.2,3064
841,Kerala,KASARAGOD,2003,Whole Year ,Mango,3148,2393.2,3064
842,Kerala,KASARAGOD,2003,Whole Year ,Other Fresh Fruits,582,2394.2,3064
843,Kerala,KASARAGOD,2003,Whole Year ,Other Vegetables,1071,2395.2,3064
844,Kerala,KASARAGOD,2003,Whole Year ,Papaya,665,2396.2,3064
845,Kerala,KASARAGOD,2003,Whole Year ,Pineapple,114,2397.2,3064
846,Kerala,KASARAGOD,2003,Whole Year ,Snak Guard,2,2398.2,3064
847,Kerala,KASARAGOD,2003,Whole Year ,Sugarcane,1,2399.2,3064
848,Kerala,KASARAGOD,2003,Whole Year ,Sweet potato,182,2400.2,3064
849,Kerala,KASARAGOD,2003,Whole Year ,Tapioca,757,2401.2,3064
850,Kerala,KASARAGOD,2003,Whole Year ,Tobacco,76,2402.2,3064
851,Kerala,KASARAGOD,2003,Whole Year ,Turmeric,68,2403.2,3064
852,Kerala,KASARAGOD,2003,Winter     ,Rice,2434,2404.2,3064
853,Kerala,KASARAGOD,2004,Autumn     ,Rice,3059,3405.2,3157
854,Kerala,KASARAGOD,2004,Kharif     ,Other Cereals & Millets,1,3406.2,3157
855,Kerala,KASARAGOD,2004,Summer     ,Rice,92,3407.2,3157
856,Kerala,KASARAGOD,2004,Whole Year ,Arecanut,17432,3408.2,3157
857,Kerala,KASARAGOD,2004,Whole Year ,Banana,780,3409.2,3157
858,Kerala,KASARAGOD,2004,Whole Year ,Black pepper,6876,3410.2,3157
859,Kerala,KASARAGOD,2004,Whole Year ,Cardamom,367,3411.2,3157
860,Kerala,KASARAGOD,2004,Whole Year ,Cashewnut,18341,3412.2,3157
861,Kerala,KASARAGOD,2004,Whole Year ,Coconut ,57906,3413.2,3157
862,Kerala,KASARAGOD,2004,Whole Year ,Dry ginger,104,3414.2,3157
863,Kerala,KASARAGOD,2004,Whole Year ,Sugarcane,2,3415.2,3157
864,Kerala,KASARAGOD,2004,Whole Year ,Sweet potato,155,3416.2,3157
865,Kerala,KASARAGOD,2004,Whole Year ,Tapioca,717,3417.2,3157
866,Kerala,KASARAGOD,2004,Whole Year ,Tobacco,40,3418.2,3157
867,Kerala,KASARAGOD,2004,Whole Year ,Turmeric,74,3419.2,3157
868,Kerala,KASARAGOD,2004,Winter     ,Rice,2524,3420.2,3157
869,Kerala,KASARAGOD,2005,Autumn     ,Rice,3237,2421.2,2504
870,Kerala,KASARAGOD,2005,Kharif     ,Jowar,2,2422.2,2504
871,Kerala,KASARAGOD,2005,Kharif     ,Sesamum,3,2423.2,2504
872,Kerala,KASARAGOD,2005,Summer     ,Rice,160,2424.2,2504
873,Kerala,KASARAGOD,2005,Whole Year ,Arecanut,17622,2425.2,2504
874,Kerala,KASARAGOD,2005,Whole Year ,Banana,789,2426.2,2504
875,Kerala,KASARAGOD,2005,Whole Year ,Black pepper,6672,2427.2,2504
876,Kerala,KASARAGOD,2005,Whole Year ,Cardamom,367,2428.2,2504
877,Kerala,KASARAGOD,2005,Whole Year ,Cashewnut,18068,2429.2,2504
878,Kerala,KASARAGOD,2005,Whole Year ,Coconut ,58088,2430.2,2504
879,Kerala,KASARAGOD,2005,Whole Year ,Dry ginger,56,2431.2,2504
880,Kerala,KASARAGOD,2005,Whole Year ,Sugarcane,2,2432.2,2504
881,Kerala,KASARAGOD,2005,Whole Year ,Sweet potato,173,2433.2,2504
882,Kerala,KASARAGOD,2005,Whole Year ,Tapioca,576,2434.2,2504
883,Kerala,KASARAGOD,2005,Whole Year ,Tobacco,43,2435.2,2504
884,Kerala,KASARAGOD,2005,Whole Year ,Turmeric,50,2436.2,2504
885,Kerala,KASARAGOD,2005,Winter     ,Rice,2633,2437.2,2504
886,Kerala,KASARAGOD,2006,Autumn     ,Rice,2766,1438.2,3474
887,Kerala,KASARAGOD,2006,Kharif     ,Jowar,4,1439.2,3474
888,Kerala,KASARAGOD,2006,Kharif     ,Sesamum,1,1440.2,3474
889,Kerala,KASARAGOD,2006,Summer     ,Rice,188,1441.2,3474
890,Kerala,KASARAGOD,2006,Whole Year ,Arecanut,14910,1442.2,3474
891,Kerala,KASARAGOD,2006,Whole Year ,Banana,778,1443.2,3474
892,Kerala,KASARAGOD,2006,Whole Year ,Black pepper,6657,1444.2,3474
893,Kerala,KASARAGOD,2006,Whole Year ,Cardamom,368,1445.2,3474
894,Kerala,KASARAGOD,2006,Whole Year ,Cashewnut,14518,1446.2,3474
895,Kerala,KASARAGOD,2006,Whole Year ,Coconut ,58236,1447.2,3474
896,Kerala,KASARAGOD,2006,Whole Year ,Dry ginger,60,1448.2,3474
897,Kerala,KASARAGOD,2006,Whole Year ,Sugarcane,2,1449.2,3474
898,Kerala,KASARAGOD,2006,Whole Year ,Sweet potato,122,1450.2,3474
899,Kerala,KASARAGOD,2006,Whole Year ,Tapioca,503,1451.2,3474
900,Kerala,KASARAGOD,2006,Whole Year ,Tobacco,31,1452.2,3474
901,Kerala,KASARAGOD,2006,Whole Year ,Turmeric,57,1453.2,3474
902,Kerala,KASARAGOD,2006,Winter     ,Rice,2369,1454.2,3474
903,Kerala,KASARAGOD,2007,Autumn     ,Rice,3060,1455.2,3850.5
904,Kerala,KASARAGOD,2007,Kharif     ,Jowar,8,2456.2,3850.5
905,Kerala,KASARAGOD,2007,Kharif     ,Sesamum,1,2457.2,3850.5
906,Kerala,KASARAGOD,2007,Summer     ,Rice,168,2458.2,3850.5
907,Kerala,KASARAGOD,2007,Whole Year ,Arecanut,15060,2459.2,3850.5
908,Kerala,KASARAGOD,2007,Whole Year ,Banana,685,2460.2,3850.5
909,Kerala,KASARAGOD,2007,Whole Year ,Black pepper,6660,2461.2,3850.5
910,Kerala,KASARAGOD,2007,Whole Year ,Cardamom,368,2462.2,3850.5
911,Kerala,KASARAGOD,2007,Whole Year ,Cashewnut,11667,2463.2,3850.5
912,Kerala,KASARAGOD,2007,Whole Year ,Coconut ,57057,2464.2,3850.5
913,Kerala,KASARAGOD,2007,Whole Year ,Dry ginger,65,2465.2,3850.5
914,Kerala,KASARAGOD,2007,Whole Year ,Sugarcane,1,2466.2,3850.5
915,Kerala,KASARAGOD,2007,Whole Year ,Sweet potato,130,2467.2,3850.5
916,Kerala,KASARAGOD,2007,Whole Year ,Tapioca,452,2468.2,3850.5
917,Kerala,KASARAGOD,2007,Whole Year ,Tobacco,43,2469.2,3850.5
918,Kerala,KASARAGOD,2007,Whole Year ,Turmeric,39,2470.2,3850.5
919,Kerala,KASARAGOD,2007,Winter     ,Rice,1936,2471.2,3850.5
920,Kerala,KASARAGOD,2008,Autumn     ,Rice,2796,2472.2,3319.9
921,Kerala,KASARAGOD,2008,Kharif     ,Jowar,5,2473.2,3319.9
922,Kerala,KASARAGOD,2008,Kharif     ,Other Cereals & Millets,1,2474.2,3319.9
923,Kerala,KASARAGOD,2008,Kharif     ,Ragi,1,2475.2,3319.9
924,Kerala,KASARAGOD,2008,Summer     ,Rice,170,2476.2,3319.9
925,Kerala,KASARAGOD,2008,Whole Year ,Arecanut,14927,2477.2,3319.9
926,Kerala,KASARAGOD,2008,Whole Year ,Banana,401,2478.2,3319.9
927,Kerala,KASARAGOD,2008,Whole Year ,Black pepper,5407,2479.2,3319.9
928,Kerala,KASARAGOD,2008,Whole Year ,Cardamom,368,2480.2,3319.9
929,Kerala,KASARAGOD,2008,Whole Year ,Cashewnut,9487,2481.2,3319.9
930,Kerala,KASARAGOD,2008,Whole Year ,Coconut ,52266,2482.2,3319.9
931,Kerala,KASARAGOD,2008,Whole Year ,Dry ginger,17,2483.2,3319.9
932,Kerala,KASARAGOD,2008,Whole Year ,Sugarcane,1,2484.2,3319.9
933,Kerala,KASARAGOD,2008,Whole Year ,Sweet potato,82,2485.2,3319.9
934,Kerala,KASARAGOD,2008,Whole Year ,Tapioca,245,2486.2,3319.9
935,Kerala,KASARAGOD,2008,Whole Year ,Tobacco,39,2487.2,3319.9
936,Kerala,KASARAGOD,2008,Whole Year ,Turmeric,21,2488.2,3319.9
937,Kerala,KASARAGOD,2008,Winter     ,Rice,2025,2489.2,3319.9
938,Kerala,KASARAGOD,2009,Autumn     ,Rice,2464,2490.2,3116.4
939,Kerala,KASARAGOD,2009,Kharif     ,Jowar,5,2491.2,3116.4
940,Kerala,KASARAGOD,2009,Kharif     ,Ragi,1,2492.2,3116.4
941,Kerala,KASARAGOD,2009,Summer     ,Rice,116,2493.2,3116.4
942,Kerala,KASARAGOD,2009,Whole Year ,Arecanut,15256,2494.2,3116.4
943,Kerala,KASARAGOD,2009,Whole Year ,Banana,475,2495.2,3116.4
944,Kerala,KASARAGOD,2009,Whole Year ,Black pepper,4764,2496.2,3116.4
945,Kerala,KASARAGOD,2009,Whole Year ,Cardamom,368,2497.2,3116.4
946,Kerala,KASARAGOD,2009,Whole Year ,Cashewnut,8205,2498.2,3116.4
947,Kerala,KASARAGOD,2009,Whole Year ,Coconut ,54224,2499.2,3116.4
948,Kerala,KASARAGOD,2009,Whole Year ,Dry ginger,22,2500.2,3116.4
949,Kerala,KASARAGOD,2009,Whole Year ,Sugarcane,1,2501.2,3116.4
950,Kerala,KASARAGOD,2009,Whole Year ,Sweet potato,47,2502.2,3116.4
951,Kerala,KASARAGOD,2009,Whole Year ,Tapioca,389,2503.2,3116.4
952,Kerala,KASARAGOD,2009,Whole Year ,Tobacco,29,2504.2,3116.4
953,Kerala,KASARAGOD,2009,Whole Year ,Turmeric,22,2505.2,3116.4
954,Kerala,KASARAGOD,2009,Winter     ,Rice,1814,2506.2,3116.4
955,Kerala,KASARAGOD,2010,Autumn     ,Rice,2283.99,2507.2,4011.9
956,Kerala,KASARAGOD,2010,Summer     ,Rice,414.04,2508.2,4011.9
957,Kerala,KASARAGOD,2010,Whole Year ,Arecanut,18038.61,2509.2,4011.9
958,Kerala,KASARAGOD,2010,Whole Year ,Banana,384.46,2510.2,4011.9
959,Kerala,KASARAGOD,2010,Whole Year ,Black pepper,6830.35,2511.2,4011.9
960,Kerala,KASARAGOD,2010,Whole Year ,Cashewnut,6803.06,2512.2,4011.9
961,Kerala,KASARAGOD,2010,Whole Year ,Coconut ,56173.75,2513.2,4011.9
962,Kerala,KASARAGOD,2010,Whole Year ,Dry ginger,22.06,2514.2,4011.9
963,Kerala,KASARAGOD,2010,Whole Year ,Sugarcane,1.01,2515.2,4011.9
964,Kerala,KASARAGOD,2010,Whole Year ,Tapioca,335.26,2516.2,4011.9
965,Kerala,KASARAGOD,2010,Whole Year ,Turmeric,20.2,2517.2,4011.9
966,Kerala,KASARAGOD,2010,Winter     ,Rice,1457.39,2518.2,4011.9
967,Kerala,KASARAGOD,2011,Autumn     ,Rice,2021.02,2519.2,3857.5
968,Kerala,KASARAGOD,2011,Summer     ,Rice,334.66,3520.2,3857.5
969,Kerala,KASARAGOD,2011,Whole Year ,Arecanut,19551.82,3521.2,3857.5
970,Kerala,KASARAGOD,2011,Whole Year ,Banana,509.32,3522.2,3857.5
971,Kerala,KASARAGOD,2011,Whole Year ,Black pepper,2729.21,3523.2,3857.5
972,Kerala,KASARAGOD,2011,Whole Year ,Cardamom,368,3524.2,3857.5
973,Kerala,KASARAGOD,2011,Whole Year ,Cashewnut,8250.07,3525.2,3857.5
974,Kerala,KASARAGOD,2011,Whole Year ,Coconut ,59655.93,3526.2,3857.5
975,Kerala,KASARAGOD,2011,Whole Year ,Dry ginger,22.66,3527.2,3857.5
976,Kerala,KASARAGOD,2011,Whole Year ,Potato,82,3528.2,3857.5
977,Kerala,KASARAGOD,2011,Whole Year ,Sugarcane,0.63,3529.2,3857.5
978,Kerala,KASARAGOD,2011,Whole Year ,Tapioca,292.1,3530.2,3857.5
979,Kerala,KASARAGOD,2011,Whole Year ,Tobacco,43,3531.2,3857.5
980,Kerala,KASARAGOD,2011,Whole Year ,Turmeric,22.49,3532.2,3857.5
981,Kerala,KASARAGOD,2011,Winter     ,Rice,1501.35,3533.2,3857.5
982,Kerala,KASARAGOD,2012,Autumn     ,Rice,1883,3534.2,3045.8
983,Kerala,KASARAGOD,2012,Summer     ,Rice,268,2535.2,3045.8
984,Kerala,KASARAGOD,2012,Whole Year ,Arecanut,18937,2536.2,3045.8
985,Kerala,KASARAGOD,2012,Whole Year ,Arhar/Tur,14,2537.2,3045.8
986,Kerala,KASARAGOD,2012,Whole Year ,Banana,529,2538.2,3045.8
987,Kerala,KASARAGOD,2012,Whole Year ,Black pepper,2707,2539.2,3045.8
988,Kerala,KASARAGOD,2012,Whole Year ,Blackgram,25,2540.2,3045.8
989,Kerala,KASARAGOD,2012,Whole Year ,Cardamom,368,2541.2,3045.8
990,Kerala,KASARAGOD,2012,Whole Year ,Cashewnut,7981,2542.2,3045.8
991,Kerala,KASARAGOD,2012,Whole Year ,Coconut ,58836,2543.2,3045.8
992,Kerala,KASARAGOD,2012,Whole Year ,Cowpea(Lobia),20,2544.2,3045.8
993,Kerala,KASARAGOD,2012,Whole Year ,Drum Stick,594,2545.2,3045.8
994,Kerala,KASARAGOD,2012,Whole Year ,Dry ginger,20,2546.2,3045.8
995,Kerala,KASARAGOD,2012,Whole Year ,Horse-gram,5,2547.2,3045.8
996,Kerala,KASARAGOD,2012,Whole Year ,Jack Fruit,2433,2548.2,3045.8
997,Kerala,KASARAGOD,2012,Whole Year ,Jowar,1,2549.2,3045.8
998,Kerala,KASARAGOD,2012,Whole Year ,Mango,2163,2550.2,3045.8
999,Kerala,KASARAGOD,2012,Whole Year ,Moong(Green Gram),7,2551.2,3045.8
1000,Kerala,KASARAGOD,2012,Whole Year ,Papaya,738,2552.2,3045.8
1001,Kerala,KASARAGOD,2012,Whole Year ,Pineapple,52,2553.2,3045.8
1002,Kerala,KASARAGOD,2012,Whole Year ,Pump Kin,28,2554.2,3045.8
1003,Kerala,KASARAGOD,2012,Whole Year ,Sugarcane,2,2555.2,3045.8
1004,Kerala,KASARAGOD,2012,Whole Year ,Sweet potato,53,2556.2,3045.8
1005,Kerala,KASARAGOD,2012,Whole Year ,Tapioca,274,2557.2,3045.8
1006,Kerala,KASARAGOD,2012,Whole Year ,Tobacco,13,2558.2,3045.8
1007,Kerala,KASARAGOD,2012,Whole Year ,Turmeric,22,2559.2,3045.8
1008,Kerala,KASARAGOD,2012,Winter     ,Rice,1363,2560.2,3045.8
1009,Kerala,KOLLAM,2002,Autumn     ,Rice,4626,2561.2,2104
1010,Kerala,KOLLAM,2002,Kharif     ,Jowar,2,2562.2,2104
1011,Kerala,KOLLAM,2002,Kharif     ,Sesamum,106,2563.2,2104
1012,Kerala,KOLLAM,2002,Summer     ,Rice,24,2564.2,2104
1013,Kerala,KOLLAM,2002,Whole Year ,Arecanut,2502,2565.2,2104
1014,Kerala,KOLLAM,2002,Whole Year ,Banana,1800,2566.2,2104
1015,Kerala,KOLLAM,2002,Whole Year ,Bhindi,39,2567.2,2104
1016,Kerala,KOLLAM,2002,Whole Year ,Bitter Gourd,117,2568.2,2104
1017,Kerala,KOLLAM,2002,Whole Year ,Black pepper,10633,2569.2,2104
1018,Kerala,KOLLAM,2002,Whole Year ,Brinjal,103,2570.2,2104
1019,Kerala,KOLLAM,2002,Whole Year ,Cardamom,11,2571.2,2104
1020,Kerala,KOLLAM,2002,Whole Year ,Cashewnut,4663,2572.2,2104
1021,Kerala,KOLLAM,2002,Whole Year ,Cashewnut Raw,4663,2573.2,2104
1022,Kerala,KOLLAM,2002,Whole Year ,Coconut ,71310,2574.2,2104
1023,Kerala,KOLLAM,2002,Whole Year ,Drum Stick,1745,2575.2,2104
1024,Kerala,KOLLAM,2002,Whole Year ,Dry ginger,612,2576.2,2104
1025,Kerala,KOLLAM,2002,Whole Year ,Jack Fruit,6142,2577.2,2104
1026,Kerala,KOLLAM,2002,Whole Year ,Mango,5211,2578.2,2104
1027,Kerala,KOLLAM,2002,Whole Year ,Other Fresh Fruits,448,2579.2,2104
1028,Kerala,KOLLAM,2002,Whole Year ,other oilseeds,32,2580.2,2104
1029,Kerala,KOLLAM,2002,Whole Year ,Other Vegetables,4743,2581.2,2104
1030,Kerala,KOLLAM,2002,Whole Year ,Papaya,1099,2582.2,2104
1031,Kerala,KOLLAM,2002,Whole Year ,Pineapple,566,2583.2,2104
1032,Kerala,KOLLAM,2002,Whole Year ,Rubber,36797,2584.2,2104
1033,Kerala,KOLLAM,2002,Whole Year ,Snak Guard,18,2585.2,2104
1034,Kerala,KOLLAM,2002,Whole Year ,Sugarcane,1,2586.2,2104
1035,Kerala,KOLLAM,2002,Whole Year ,Sweet potato,6,2587.2,2104
1036,Kerala,KOLLAM,2002,Whole Year ,Tapioca,24065,2588.2,2104
1037,Kerala,KOLLAM,2002,Whole Year ,Turmeric,258,2589.2,2104
1038,Kerala,KOLLAM,2002,Winter     ,Rice,6807,2590.2,2104
1039,Kerala,KOLLAM,2003,Autumn     ,Rice,3412,2591.2,2005
1040,Kerala,KOLLAM,2003,Kharif     ,Jowar,1,2592.2,2005
1041,Kerala,KOLLAM,2003,Kharif     ,Sesamum,175,2593.2,2005
1042,Kerala,KOLLAM,2003,Kharif     ,Small millets,2,2594.2,2005
1043,Kerala,KOLLAM,2003,Summer     ,Rice,20,2595.2,2005
1044,Kerala,KOLLAM,2003,Whole Year ,Arecanut,2322,2596.2,2005
1045,Kerala,KOLLAM,2003,Whole Year ,Banana,1600,2597.2,2005
1046,Kerala,KOLLAM,2003,Whole Year ,Bhindi,27,2598.2,2005
1047,Kerala,KOLLAM,2003,Whole Year ,Bitter Gourd,140,2599.2,2005
